"participant_id","musical_exp","intervals","rolloff","rating"
7,2,1.22350517660379,2.75773772969842,3
7,2,7.73745751124807,2.99800541717559,3
7,2,11.4005109469872,10.0312306266278,5
62,27,7.50686746439897,5.75533367344178,5
7,2,4.57969136419706,0.257907329360023,3
65,2,11.0279469983652,0.611766848014668,5
102,2,2.24163674516603,12.816337676486,6
7,2,2.63247057795525,8.35997532354668,5
7,2,13.1108107231557,10.8814784511924,5
18,2,9.94837444857694,6.20644221897237,6
7,2,7.95971981598996,0.271791690029204,5
7,2,13.9552278374322,4.14934708736837,5
7,2,14.4570259284228,13.128831560025,5
7,2,4.14942880044691,11.8999598594382,5
7,2,1.96200368343852,14.2749909404665,5
7,2,13.5027249308769,10.4132641351316,5
7,2,2.41776353213936,13.2523156050593,5
7,2,10.1234513008967,10.3050710877869,5
7,2,12.6760707597714,10.1257076149341,5
7,2,14.0203705534805,10.5579856561963,5
7,2,2.27559678023681,7.89856439223513,5
7,2,3.33478689193726,5.28539504273795,3
7,2,12.0311013702303,12.301104121143,6
18,2,6.35940131731331,9.62822472327389,5
14,2,5.24552741087973,2.60873995372094,5
14,2,6.78861936321482,13.4927035972942,6
34,0,11.540652194526,13.8909467705525,6
7,2,11.180065307999,10.1929569721688,5
7,2,10.887115082005,7.28497136151418,3
7,2,1.66225893655792,9.60564906592481,5
7,2,7.65075849951245,3.26900527928956,3
7,2,2.93887882959098,13.055019818712,5
7,2,5.51857642130926,8.28541332855821,5
7,2,1.80391773814335,11.4107890846208,3
18,2,10.6623593776021,2.63870397233404,7
14,2,12.9376603045966,10.7088018686045,6
14,2,4.95383936329745,3.30435337498784,3
20,0,13.1953268009238,8.90700025018305,6
7,2,4.41820723819546,2.58768524159677,3
7,2,6.66920763789676,9.26288906252012,3
7,2,9.67969515128061,13.7837924994528,5
7,2,11.1448544100858,3.16258554928936,3
7,2,5.7065653859172,0.949572675162926,2
7,2,8.95597356953658,9.71176580060273,5
7,2,14.4239076389931,13.4658333845437,6
18,2,2.08613568800502,1.80371623020619,6
7,2,10.5163607234135,3.43852020800114,2
18,2,3.00557481707074,4.96504444163293,5
18,2,14.5645238819998,13.3039653499145,5
20,0,4.26896152901463,10.1573957910296,6
20,0,7.23325513768941,10.6030023645144,6
14,2,14.5606167591177,10.0806250912137,7
7,2,3.7907845841255,2.35669639427215,5
7,2,13.5825879347976,1.35101887746714,2
14,2,13.5858869366348,0.714255667990074,2
7,2,0.177597769070417,10.3586138086393,6
18,2,0.393418546300381,1.42498877132311,5
7,2,13.9560933387838,11.3032793370076,5
7,2,3.60835981671698,7.25284175598063,5
14,2,7.34991744509898,0.703845022944734,2
18,2,1.65909153409302,8.07179177412763,6
14,2,11.4433039363939,9.3853414489422,3
20,0,4.6979848947376,13.4828142821789,5
14,2,13.1449581042398,4.16574983275495,3
14,2,12.9338881757576,1.43911314080469,2
14,2,14.3951012834441,3.84116560220718,2
14,2,13.4373175143264,13.9106492162682,7
7,2,2.64489784254692,3.74291680636816,3
7,2,7.37032208126038,14.0538026683498,5
7,2,0.234568999148905,5.11852685012855,3
7,2,9.93896807776764,1.8595211673528,3
7,2,13.5135871125385,8.34352854522876,5
14,2,3.57155367149971,7.24763507489115,5
7,2,10.5982289370149,14.3516143911984,5
7,2,10.7944475719705,11.7438747093547,5
14,2,8.03731877706014,5.43907024897635,4
7,2,11.2686140032019,0.539603142533451,2
14,2,1.40565883484669,13.1213406356983,5
14,2,7.77183800004423,9.23520470154472,5
18,2,7.36332840635441,5.32908767927438,6
14,2,3.72974032186903,7.10303695290349,3
20,0,4.67367106466554,11.6105737898033,5
7,2,4.67606118530966,10.0559303560294,5
18,2,5.30013296054676,6.41301228082739,7
7,2,3.70220037410036,14.4179062941112,6
7,2,4.54636190319434,13.3854296046775,5
18,2,5.47208766918629,7.96739813522436,5
14,2,13.053471618332,7.12687314720824,5
14,2,3.90011618030258,1.38489237288013,2
18,2,7.74337866925634,13.5591732419562,7
18,2,7.92539824848063,11.7350061284378,6
14,2,8.7487219995819,1.72874864190817,1
18,2,14.2198924720287,10.6045422598254,7
18,2,14.0079606743529,13.3760306274053,7
18,2,1.54399176361039,11.8536685255822,4
46,0,9.57752028247342,4.77327130618505,3
14,2,10.2596242236905,12.4830761295743,7
14,2,9.39995067659765,14.1385511588305,5
18,2,6.28156871069223,14.8802289390005,5
14,2,4.59263187018223,6.62547600106336,6
14,2,6.19231779361144,12.1874587296043,6
14,2,9.00670532137156,5.62673453008756,2
18,2,3.81328850635327,9.56013685790822,5
21,10,4.27399990148842,4.31673747953027,2
24,2,7.46711921528913,2.46796887600794,4
18,2,12.449758843286,12.7212584693916,4
18,2,12.7790898887906,11.5424279530998,6
20,0,11.2459123728331,1.35245162062347,1
14,2,14.5225916686468,10.7191101077478,3
18,2,3.82394382264465,2.12871868978254,5
14,2,8.56480456888676,1.00966100930236,2
18,2,5.77082929085009,2.51853246241808,6
18,2,11.7885101214051,6.54224918573163,6
21,10,14.9913176929113,3.21423025103286,2
21,10,7.72387813660316,7.56104135653004,3
34,0,14.4972765468992,5.95160294207744,5
21,10,6.37897548498586,9.36506773810834,3
18,2,6.34169318131171,3.13496377668343,7
21,10,6.58695981837809,5.41513043339364,2
18,2,11.949848535005,0.436948643764481,6
20,0,12.461777451681,10.335875392193,5
18,2,1.23342618229799,12.1063974837307,6
18,2,2.18956065480597,3.5722597874701,6
18,2,11.1613200197462,8.08764862362295,4
14,2,2.10828707087785,1.24723981018178,2
21,10,1.70069625251926,3.43793520354666,2
18,2,2.72860092809424,8.84087306912988,5
14,2,11.6643347369973,7.55249396665022,2
14,2,8.77176212961785,0.797892707632855,1
21,10,6.79499010904692,3.79966714186594,2
20,0,12.0212535455357,12.9085387929808,5
14,2,1.07737223384902,2.22523173317313,2
14,2,14.5796408853494,8.91708320821635,5
14,2,4.58105817670003,11.4920179441106,7
20,0,8.81891898578033,3.55755694792606,1
24,2,13.9727008540649,5.1463417627383,3
14,2,14.5883659331594,9.73889630287886,6
14,2,10.6763011717703,7.94274558546022,3
20,0,0.928693452151492,11.788011820754,1
18,2,2.87983200978488,4.25816341652535,7
18,2,14.2495398398023,14.7508082294371,5
20,0,2.80963032273576,5.31564578530379,3
18,2,9.38856070046313,1.73225595499389,7
20,0,12.9101561300922,11.6122634627391,6
20,0,12.208745557582,11.1267746798694,5
20,0,12.8744577197358,11.5987003839109,5
18,2,1.24465367523953,10.2780882746447,5
20,0,13.9814669173211,2.25495992344804,1
18,2,3.34957005106844,0.192575772525743,5
18,2,12.564963317709,8.11859530513175,5
21,10,1.92854874185286,4.24402608652599,3
14,2,1.84943671803921,12.4616709107067,6
20,0,8.22833944810554,3.20771081373096,1
14,2,5.04432011861354,11.8727842275985,7
20,0,12.8401685901918,13.0925496888813,6
20,0,4.07824647962116,2.29807936004363,2
18,2,11.9175341399387,0.854239545296878,6
24,2,7.72581969969906,6.67167787556536,5
20,0,3.36194998933934,11.227826384129,6
18,2,5.99244218319654,11.5739999769721,6
20,0,12.3832352331374,7.17825342086144,3
18,2,8.61021713353693,10.1584121142514,6
21,10,5.54862539400347,3.67035780684091,2
18,2,9.39726029871963,0.142270753858611,6
18,2,9.81142388423905,4.06711408984847,7
21,10,9.68398432130925,5.67081309040077,3
21,10,7.86831282894127,6.60927665303461,3
20,0,4.75164998788387,5.60832055401988,5
21,10,2.08520961343311,4.86482195206918,2
21,10,0.388703977223486,11.7326076154131,6
18,2,14.0444309986196,11.7781381134409,7
34,0,2.01520822942257,11.8671388551593,5
14,2,10.5068196728826,10.0374063639902,5
14,2,14.0004534821492,3.67928831954487,3
18,2,2.91811024770141,14.0601637645159,6
20,0,7.15875964611769,14.7416472458281,5
20,0,11.8714735633694,2.15337640838698,1
21,10,12.7328275179025,12.3835682601202,3
20,0,8.27821665094234,4.6845155081246,3
14,2,14.9327699840069,9.7721205081325,3
20,0,5.2302141697146,6.24962018569931,3
20,0,12.843392706709,4.59943147958256,3
37,8,10.8796094788704,0.43480537366122,2
18,2,6.42410772386938,11.0531180491671,6
18,2,8.93791667651385,8.90422951430082,6
18,2,0.638088335981593,9.57275935448706,7
18,2,4.94961163611151,14.1819438943639,7
21,10,4.93309445329942,9.16381524992175,5
20,0,3.12157590407878,2.08623887621798,1
20,0,8.25646231882274,1.09509625355713,2
14,2,13.3838262478821,10.6712699728087,5
14,2,9.8566515580751,4.72939669154584,2
20,0,1.49404361145571,13.567856970476,6
14,2,3.88945526210591,3.73658566153608,1
20,0,6.33205251535401,3.63661081530154,1
20,0,0.676247889641672,11.6365736466832,3
20,0,10.359168977011,14.4160317024216,5
20,0,11.1549913475756,8.7093085271772,2
18,2,13.9058511913754,10.859553309856,6
20,0,13.2633512013126,8.57284706784412,5
18,2,7.28137359023094,2.31651168200187,4
18,2,0.748577375197783,4.5054657314904,4
20,0,6.36075482005253,6.02201158879325,2
20,0,9.29865090292878,3.68380143307149,1
20,0,13.3466292615049,3.04301001015119,1
14,2,5.46513397595845,0.539020505966619,2
18,2,9.75045859348029,1.61689758184366,6
21,10,12.407153933309,4.03306415886618,2
14,2,11.2938387889881,4.37347388360649,2
14,2,11.0595814778935,1.96048323763534,3
21,10,6.64948851568624,9.26225672126748,4
20,0,5.97067124093883,7.42690036073327,7
21,10,10.2487322583329,13.6444517935161,5
14,2,13.3318687055726,11.3636053120717,7
21,10,13.0055702012032,9.48077426757663,3
14,2,9.64471871964633,13.5157737520058,5
14,2,1.8916116154287,6.60929847043008,6
20,0,13.847839012742,7.06466914736666,5
21,10,1.02549209492281,11.3232153235003,5
14,2,3.36131412070245,7.03248238423839,4
21,10,7.44660242227837,14.6928223909345,5
21,10,0.282058292068541,1.73249969026074,2
21,10,6.22035408276133,0.347993709146976,2
21,10,13.6490589973982,11.807059510611,3
21,10,5.7899129006546,3.8112250843551,2
21,10,5.58713514707051,14.2129902821034,5
21,10,6.91723817959428,13.7183848489076,6
21,10,10.1165578491054,9.9776612687856,3
20,0,10.2506801986601,7.06925923121162,4
20,0,4.06275362474844,12.1946356294211,6
21,10,6.57882863539271,7.0312090893276,3
20,0,4.23078099265695,14.1129972680937,7
20,0,7.28891751961783,14.3706518097315,7
37,8,6.37875590356998,8.60174000496045,4
24,2,0.872114805970341,6.6113508422859,6
35,0,12.0159327727742,4.24687901395373,2
29,0,3.44183486653492,5.72323213680647,7
28,0,10.8579901617486,7.71802325849421,7
28,0,9.24797071027569,8.87765917112119,7
32,3,13.5738395992666,11.4306633803062,7
29,0,8.92725999467075,7.16927779954858,6
30,0,11.9972844002768,7.27055248687975,6
34,0,7.27363032172434,4.81900729006156,3
29,0,0.0680936069693416,9.94514464284293,4
35,0,6.92068870877847,6.79005740093999,5
20,0,5.94147288473323,2.23662645556033,1
24,2,10.9869095881004,10.7895281037781,5
20,0,14.9781034095213,13.0767344729975,6
34,0,9.55159720731899,11.8890648102388,5
24,2,1.49366255616769,1.92782943486236,2
34,0,12.4769207218196,6.43070524907671,5
35,0,13.4346944501158,4.08560596872121,1
29,0,10.1055186241865,2.86320890765637,6
31,0,13.6569101864006,11.9543572305702,7
30,0,10.2244463260286,9.91138325887732,6
30,0,13.836301312549,8.46828739740886,5
34,0,1.89625993254595,6.1787478835322,3
30,0,14.9064561340492,3.46044906880707,5
21,10,12.9126915615052,11.7814763635397,5
31,0,9.02928031166084,3.15241322619841,3
34,0,14.7247645945754,13.8337408017833,5
28,0,7.67292873817496,13.2263951911591,7
28,0,1.24265692080371,1.45290823769756,7
30,0,9.64922570739873,10.3894970216788,5
28,0,13.8259535841644,7.38357930793427,2
31,0,12.5696839112788,10.4890049924143,7
34,0,1.69668341288343,14.9341631436255,5
35,0,4.57476870389655,12.5928567408118,7
30,0,10.9972699068021,5.70460611605085,5
34,0,5.44941900763661,14.7745024273172,6
34,0,3.36576754460111,6.87897266470827,5
36,0,11.8833472416736,0.0472650700248778,1
35,0,13.0249789380468,7.17203518725,5
20,0,6.58213132526726,10.9468608757015,6
21,10,6.4314702549018,14.2908045079093,5
20,0,8.30009091063403,0.292875934392214,1
21,10,6.13699347479269,13.925190847367,6
20,0,12.8188979497645,11.3490876043215,6
21,10,9.32659919257276,1.58421943662688,2
20,0,8.20384015445597,9.74443059414625,6
21,10,2.90376780554652,7.28128990391269,3
21,10,7.08120335591957,2.79960571671836,2
21,10,3.09218408656307,9.67576730065048,5
