"participant_id","musical_exp","v1","rating"
25,0,11.9303454189794,1
47,0,11.9607818095246,2
14,10,12.1973646386759,5
10,0,11.7686662329361,5
14,10,11.7931353166932,5
10,0,11.9721793618519,5
4,5,12.1605833835201,6
10,0,12.0909802807728,5
3,20,11.7956571291434,1
8,4,12.1891382248141,7
111,0,12.0056060558418,5
8,4,11.8113842596067,6
8,4,11.9475572824012,7
4,5,11.9879759418545,7
3,20,11.9402188461972,7
8,4,11.8015921914484,6
4,5,11.8113841058221,6
3,20,12.0044023826485,3
3,20,11.9276006363798,7
3,20,11.8827285828302,3
3,20,12.2151011087699,5
3,20,12.1294239293784,5
8,4,11.8878897599643,6
14,10,11.9729228409706,3
10,0,12.1592008803273,3
8,4,12.0399826708017,5
3,20,11.8024228409631,5
112,1,11.8505711848848,4
19,4,12.0939471828751,5
151,0,11.9417051273631,4
8,4,11.8184959022328,6
20,3,11.9650027280441,5
3,20,12.12013979943,3
4,5,11.7958282344043,7
10,0,11.9348684217548,6
82,0,11.9725337662967,7
25,0,12.0256071614567,4
3,20,12.145756379352,7
3,20,12.0332912293961,7
14,10,11.8060230973642,2
19,4,11.9760071318597,5
31,0,11.9682153589092,6
3,20,12.1750568663701,4
14,10,12.0849894428393,5
14,10,12.003693616949,2
21,3,11.8228785442188,6
10,0,12.0965040430892,6
6,0,11.8303993809968,3
10,0,11.7528921288904,3
112,1,11.8681220839499,5
110,3,12.1084788069129,4
14,10,12.1879071248695,5
14,10,11.8056498336373,6
3,20,12.1166792967124,4
111,0,11.8755078408867,5
10,0,11.7908949117409,4
43,14,11.8658326047007,5
19,4,12.0102632355411,2
4,5,11.8530728028854,5
19,4,12.1307400836376,3
10,0,12.0714412095258,6
14,10,11.7600924959406,5
19,4,11.795592784998,5
14,10,11.9701550467871,7
3,20,12.0045988552738,2
14,10,12.1400531928521,5
14,10,12.018224497675,5
3,20,11.9548671144294,7
6,0,11.9732035079505,2
110,3,11.8446216530865,5
14,10,11.9683140568668,5
6,0,11.903278379119,5
8,4,11.972412735573,6
4,5,11.7953591434052,5
10,0,12.086421260261,5
19,4,12.039347366197,7
108,0,11.9114076074911,3
3,20,12.0155291686533,6
10,0,12.1030509026023,3
35,5,11.9915727271,4
14,10,12.0821117247688,5
111,0,11.9588502116967,4
19,4,11.9433183663059,5
6,0,11.8238777237711,5
110,3,12.1372219057521,4
106,5,12.0267953575822,3
25,0,11.7963353861123,1
105,9,11.8126926078694,5
19,4,12.1736902352422,3
8,4,11.892382243881,6
3,20,11.9460769692669,2
8,4,12.1196193085052,6
4,5,12.1485961211147,5
8,4,12.1704992103623,6
4,5,12.2133299260167,5
4,5,11.8780801105313,5
8,4,11.9487429400906,7
10,0,11.8914588871412,3
3,20,12.1653925817227,6
13,0,11.9914016182302,6
8,4,11.8318126337836,6
20,3,12.207642617519,6
14,10,11.993074552156,7
14,10,11.9479374808725,5
4,5,12.0751747044269,5
10,0,11.762579348404,2
14,10,12.044603814953,1
8,4,11.7962581589818,7
6,0,11.8726670847973,5
19,4,11.8344571029302,5
6,0,12.0601552522276,6
6,0,12.1388139863266,2
14,10,12.2245571110398,5
14,10,12.1609871871769,5
14,10,12.2196550271474,3
3,20,12.2019756247755,6
19,4,12.0648437114432,5
20,3,11.7961444951361,6
8,4,11.9358162357239,5
10,0,11.9667008466786,2
10,0,11.8608139825519,3
4,5,11.8756287451833,5
108,0,11.8363544610329,1
21,3,12.2487255631713,5
3,20,12.2251567569328,3
20,3,11.8557281127432,7
4,5,11.9111105570337,5
4,5,12.0355046726763,5
14,10,12.1410219182726,3
20,3,12.0907573503209,6
4,5,11.8515083864331,6
6,0,11.9082749751396,5
106,5,12.0695673049195,3
20,3,11.8972035995685,6
8,4,11.8649256849894,5
19,4,11.9803083398147,3
13,0,11.9476397549734,4
14,10,11.8171892254613,5
19,4,11.8820802440168,3
14,10,11.9273912514327,5
8,4,12.0816224301234,7
4,5,11.8729815006955,6
20,3,12.1204037392745,6
3,20,12.2002850801218,2
20,3,11.84233440971,5
10,0,11.9897265854524,4
4,5,11.7853980214568,5
3,20,12.1301229025703,3
6,0,11.8216038255487,3
20,3,11.7703561636154,7
3,20,11.7582995655248,2
4,5,11.8913996673655,5
3,20,11.751990802004,1
8,4,11.9161973370938,6
4,5,12.1599968405208,5
13,0,12.2052303395467,7
34,0,12.0847058757208,5
14,10,11.7660682925489,6
8,4,12.1145875860238,7
20,3,11.8805103473132,5
6,0,11.7794671886368,5
10,0,11.7998205664335,3
21,3,11.7528249116149,6
10,0,12.0515967500396,3
8,4,12.0904500343604,7
19,4,12.1915870910743,3
10,0,11.767011991702,6
3,20,12.0925120685715,5
8,4,11.7930117821088,6
20,3,11.8290518878493,7
21,3,11.8926594945369,5
6,0,12.2348476208281,2
21,3,11.7663172531174,6
21,3,12.1540814716136,5
6,0,12.2038195775822,2
20,3,12.1297711072257,6
10,0,12.2173355050618,3
21,3,11.8061066624941,3
8,4,12.1199416625313,6
3,20,12.2332542451331,7
6,0,12.1704934416339,3
6,0,12.0791544329841,2
6,0,12.23263187462,5
14,10,12.2355632416438,3
111,0,11.9864905985305,5
8,4,12.0210908460431,7
110,3,12.0434029308381,3
21,3,11.8126469462877,6
6,0,12.156192000024,5
8,4,12.0264440118335,7
3,20,12.1092492811149,7
4,5,12.0856758638984,6
14,10,11.9666593242437,3
110,3,12.0555617846549,5
111,0,11.8431306766579,5
108,0,12.0069479929516,3
8,4,11.9274002271704,6
10,0,11.7928935738746,2
151,0,11.7758260471746,6
8,4,12.0952334919712,7
6,0,12.146823472227,5
19,4,11.9104150423082,3
10,0,12.0830991456751,6
14,10,11.9818798752967,5
19,4,12.0575422227848,6
20,3,12.1126715228893,5
4,5,12.0982837416232,6
6,0,11.8801671154797,5
19,4,11.9912850643741,1
19,4,11.9663729957538,2
21,3,11.7783619251568,5
10,0,11.9734566214029,5
20,3,12.0147245383123,6
20,3,11.8341335818404,7
10,0,11.779740197002,5
14,10,11.8524626912549,5
81,0,11.9772022555117,7
8,4,12.1194324380485,6
14,10,11.9362074228702,1
4,5,11.8983338634716,6
20,3,11.8311581874732,7
8,4,12.102350643836,6
14,10,12.0876637172187,2
6,0,11.9240410621278,2
