"participant_id","musical_exp","v1","rating"
7,0,12.1546427211724,3
13,4,11.9141235739226,6
11,0,11.926910521579,4
13,4,12.1142588355578,3
1,12,12.0368956987513,3
3,20,12.1561300882604,7
1,12,11.9833588287001,2
26,0,12.0229927152395,3
11,0,11.9714503606083,5
1,12,12.1984672413673,5
12,0,12.0818787958706,1
11,0,11.8669352232246,3
8,0,11.8489914705278,5
11,0,12.0423341209535,3
3,20,12.0333349087741,3
1,12,12.1363262262894,2
15,0,11.9985526654636,5
11,0,11.9057323831366,5
12,0,11.8927441557171,5
13,4,12.1976173315197,3
15,0,11.8607716979459,3
13,4,11.9944952322403,4
11,0,11.9816287138965,4
1,12,11.8120663947193,3
8,0,11.9235348011134,7
15,0,11.7503766055452,5
1,12,11.9626548523083,5
31,6,11.8839062167099,5
7,0,11.8712597197155,3
7,0,12.2099252452608,3
12,0,12.046700379462,6
12,0,12.0533945689676,5
8,0,12.1301621678285,4
7,0,11.9687050537905,5
11,0,12.1394195207395,5
12,0,11.8743410530733,3
11,0,11.7551685415674,4
7,0,11.8377490192652,5
7,0,12.0957723853644,5
7,0,11.7790704935323,6
257,3,11.8700569502544,3
3,20,12.1505310924258,5
3,20,12.0169617780484,2
12,0,12.2273366348818,6
13,4,12.1032742979005,2
3,20,11.7916356516071,1
3,20,11.8922987176338,3
3,20,11.8277612156235,5
7,0,12.1146488523809,5
12,0,11.7796343428781,3
11,0,12.2000626742374,5
3,20,12.0565522961551,4
1,12,12.1838146834634,5
1,12,11.9337797719054,3
11,0,12.1603250113549,5
11,0,11.8856934988871,3
7,0,12.1428844634211,3
7,0,12.0642234066036,6
7,0,12.2479827393545,3
12,0,12.0372791554546,3
3,20,12.0162004574668,4
3,20,12.1266517844051,5
12,0,12.1432009313721,1
11,0,11.9663866827032,4
11,0,11.8658326047007,5
13,4,12.1991118901642,6
12,0,11.9674503110582,2
15,0,12.0508946612244,5
3,20,11.9846789727453,4
12,0,11.7715764556779,7
12,0,11.9470953189302,2
17,0,11.7635582969524,2
3,20,12.0121764113428,2
65,0,11.7654572931351,3
12,0,12.0911407436943,3
3,20,11.9104150423082,3
29,2,11.9696944917087,7
7,0,11.8497186031891,1
7,0,11.923275216599,2
7,0,12.2485354631208,7
11,0,11.8512313874671,5
15,0,12.0910081202164,5
11,0,12.2361140322173,5
11,0,12.2408640844515,4
11,0,11.976320736343,5
13,4,12.0327426425647,6
7,0,11.8581393304048,5
7,0,11.8091880466091,5
3,20,11.9982200807426,4
12,0,12.0222662575543,5
7,0,12.0755838355981,5
13,4,11.9519135069568,6
11,0,12.2389063353185,5
7,0,12.1669971515657,6
8,0,12.2132095783018,5
3,20,12.0073991904501,4
99,0,12.0700505225686,7
3,20,12.105768638663,3
12,0,12.0152851298917,5
3,20,11.8473022978287,6
15,0,11.9227576098638,6
26,0,12.078914034646,5
1,12,11.9962277825689,2
3,20,12.1610967026791,7
1,12,11.9547996453475,3
3,20,12.0175890557002,4
12,0,11.9620321575785,6
11,0,11.9712962335907,3
12,0,11.9650027280441,5
1,12,12.175541147124,5
1,12,11.8545163775561,2
7,0,12.1994892669609,6
18,1,12.2126149676042,6
7,0,12.1340355925495,3
29,2,11.8554628753336,6
29,2,12.0669170835754,4
3,20,11.9164986726828,6
1,12,11.9860304399626,3
1,12,12.1994040635182,2
29,2,11.8062004491221,6
1,12,11.9760071318597,5
11,0,11.7740245062159,4
11,0,11.8102363714715,5
12,0,11.8572709619766,6
12,0,11.9169746809639,2
1,12,11.8934911718825,3
7,0,12.0870915065752,5
12,0,12.1197411814937,3
15,0,11.8882449037628,5
11,0,11.7507100503426,4
3,20,12.0792133915238,5
13,4,12.1277459226549,6
13,4,12.1708306273213,5
3,20,11.9794598475564,2
26,0,12.0342500539264,5
11,0,12.1435759889428,5
12,0,11.7632219365332,3
1,12,11.9651363475714,3
11,0,12.1478803369682,4
13,4,12.0994346593507,3
3,20,11.9794688023394,4
13,4,12.2296748727094,3
1,12,12.0717892406974,3
7,0,12.109881390119,6
3,20,12.0360915254569,3
7,0,11.9284819894237,5
8,0,11.9296235154616,5
7,0,12.1133630863624,3
8,0,12.2352776788175,5
1,12,12.1559675947065,5
13,4,12.0464112954214,3
15,0,12.0220421400154,5
8,0,12.0301240221597,6
18,1,11.9836633170489,2
12,0,11.8765943294857,5
8,0,11.8331412633415,4
15,0,11.8206875903998,5
7,0,11.8432186931605,3
18,1,11.7665366017027,5
7,0,11.7774233719101,3
7,0,12.0520556346746,3
13,4,12.2226153217489,5
8,0,11.992033255985,6
7,0,12.0195845448179,3
13,4,12.2330944651039,5
7,0,11.8064562949585,5
7,0,12.0875496623339,2
7,0,11.8971537009347,6
11,0,12.2378250481561,5
13,4,12.1382354623638,4
12,0,12.2152222454315,5
3,20,11.9083883329295,5
17,0,12.1964169964194,4
15,0,11.8361061518081,5
8,0,11.9631072210614,6
15,0,11.9070303007029,3
110,0,12.0285625061952,3
17,0,11.8147133012535,4
7,0,11.9036811091937,2
15,0,12.1721155991545,3
7,0,12.238221318461,3
8,0,11.9875201530522,6
15,0,12.0861934241839,5
8,0,12.2001574683236,7
1,12,11.8832197352313,5
15,0,12.178460518131,3
15,0,12.1731198567431,3
22,5,12.2358791042352,5
15,0,11.9654573665466,5
7,0,11.7585783243412,5
11,0,12.1246572301025,5
12,0,11.7519187056459,5
15,0,11.7649865790736,6
12,0,11.7937342573423,2
13,4,12.2319650897989,3
3,20,12.0180221188348,5
12,0,11.7583586660912,6
15,0,11.8071642331779,3
15,0,11.9324958088109,3
13,4,12.1803385376697,5
3,20,12.2412561574019,3
12,0,11.8504438045202,1
15,0,11.8511529463576,2
11,0,12.1472136320081,3
3,20,12.1185872245114,3
18,1,12.2240528615657,5
11,0,12.0144097185694,5
3,20,11.9869540401269,2
22,5,12.1742318813922,3
12,0,11.8915803863201,5
3,20,11.9078633809695,3
86,8,12.1586270130938,6
8,0,11.7899073063163,4
12,0,12.0668600200443,5
15,0,11.7503730473109,5
11,0,12.1725664297119,5
3,20,11.8302821994293,6
26,0,12.0293493624777,5
1,12,11.8151862919331,3
1,12,12.007565868902,2
7,0,11.8680115512107,3
26,0,12.0034183834214,6
12,0,11.9728840069147,6
1,12,12.0467977226945,1
3,20,11.8600122017087,4
1,12,12.1194275891175,3
13,4,11.9189161534887,3
13,4,12.1334862951189,4
11,0,11.8603524254868,5
13,4,12.2121831818949,6
13,4,12.2308050832944,5
7,0,12.248649252113,5
1,12,12.1252839674708,3
3,20,12.1440630197758,4
