"network_id","degree","category","v1","v2","v3","v4","v5","v6","v7"
3,0,"{""target"":""pleasant""}",6.35858043038268,5.34140571041785,0.746219981154493,0.195543963650275,0.0984798937637423,0.608995074829725,-0.968693770557617
3,1,"{""target"":""pleasant""}",6.35858043038268,5.34140571041785,0.528,0.195543963650275,0.0984798937637423,0.608995074829725,-0.968693770557617
3,2,"{""target"":""pleasant""}",6.35858043038268,5.34140571041785,0.528,0.558301430143014,0.0984798937637423,0.608995074829725,-0.968693770557617
3,3,"{""target"":""pleasant""}",6.35858043038268,5.34140571041785,0.528,0.558301430143014,0.51036303630363,0.608995074829725,-0.968693770557617
3,4,"{""target"":""pleasant""}",6.35858043038268,5.34140571041785,0.528,0.558301430143014,0.51036303630363,0.467683168316832,-0.968693770557617
3,5,"{""target"":""pleasant""}",6.35858043038268,5.34140571041785,0.528,0.558301430143014,0.51036303630363,0.467683168316832,-0.69375238973594
3,6,"{""target"":""pleasant""}",7.40293109310931,5.34140571041785,0.528,0.558301430143014,0.51036303630363,0.467683168316832,-0.69375238973594
3,7,"{""target"":""pleasant""}",7.40293109310931,5.35740494049405,0.528,0.558301430143014,0.51036303630363,0.467683168316832,-0.69375238973594
3,8,"{""target"":""pleasant""}",7.40293109310931,5.35740494049405,0.292,0.558301430143014,0.51036303630363,0.467683168316832,-0.69375238973594
3,9,"{""target"":""pleasant""}",7.40293109310931,5.35740494049405,0.292,0.35806300630063,0.51036303630363,0.467683168316832,-0.69375238973594
3,10,"{""target"":""pleasant""}",7.40293109310931,5.35740494049405,0.292,0.35806300630063,0.273452345234523,0.467683168316832,-0.69375238973594
3,11,"{""target"":""pleasant""}",7.40293109310931,5.35740494049405,0.292,0.35806300630063,0.273452345234523,0.725593359335933,-0.69375238973594
3,12,"{""target"":""pleasant""}",7.40293109310931,5.35740494049405,0.292,0.35806300630063,0.273452345234523,0.725593359335933,-1.0195966881707
3,13,"{""target"":""pleasant""}",3.81985798579858,5.35740494049405,0.292,0.35806300630063,0.273452345234523,0.725593359335933,-1.0195966881707
3,14,"{""target"":""pleasant""}",3.81985798579858,4.16120792079208,0.292,0.35806300630063,0.273452345234523,0.725593359335933,-1.0195966881707
3,15,"{""target"":""pleasant""}",3.81985798579858,4.16120792079208,0.63013401340134,0.35806300630063,0.273452345234523,0.725593359335933,-1.0195966881707
